nohup: ignoring input
/home/alanwalker/Project/Data/WebServer1.py:55: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  timestamp = datetime.datetime.utcnow().isoformat()
Starting metrics logger for Web1 with full AI headers...
[2025-10-22T06:30:49.280481] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:20.513967] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:25.538296] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:33:30.574194] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:35.608513] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:40.632906] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:45.659687] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:50.678567] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:33:55.698950] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:00.739687] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:05.764642] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:10.791440] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:15.814285] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:20.843644] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:25.867722] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:30.885885] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:35.924216] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:40.950414] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:46.020856] CPU=0.207, MEM=4935680.000, LATENCY=0.004, OVERALL=1606.736
[2025-10-22T06:34:51.064929] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:34:56.119410] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:01.151762] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:06.190982] CPU=0.207, MEM=4935680.000, LATENCY=0.004, OVERALL=1606.736
[2025-10-22T06:35:11.230064] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:16.283755] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:35:21.318020] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:35:26.384429] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:31.416188] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:36.456342] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:35:41.484107] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:46.521460] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:51.576244] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:35:56.610784] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:01.646600] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:36:06.787737] CPU=0.207, MEM=4935680.000, LATENCY=0.004, OVERALL=1606.736
[2025-10-22T06:36:11.838809] CPU=0.207, MEM=4935680.000, LATENCY=0.004, OVERALL=1606.736
[2025-10-22T06:36:16.930039] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:22.009520] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:36:27.032287] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:32.069788] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:37.110709] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:42.134874] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:47.167090] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:52.207279] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:36:57.240188] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:02.275522] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:07.301138] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:12.324058] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:17.367582] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:22.394404] CPU=0.207, MEM=4935680.000, LATENCY=0.003, OVERALL=1606.736
[2025-10-22T06:37:27.432114] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:32.456632] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:37.492751] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:42.531352] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:47.562997] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:52.592043] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:37:57.636469] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:02.683069] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:07.712639] CPU=0.207, MEM=4935680.000, LATENCY=0.004, OVERALL=1606.736
[2025-10-22T06:38:12.755204] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:17.801652] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:22.829117] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:27.865595] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:32.888338] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:37.919660] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:42.944136] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:47.977242] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:53.001687] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:38:58.028653] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:03.054551] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:08.078469] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:13.116866] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:39:18.139912] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:23.162654] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:28.192744] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:33.226449] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:38.248421] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:43.273168] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:48.299512] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:53.319171] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:39:58.338555] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:03.361441] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:08.389967] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:13.418204] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:18.439017] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:23.462576] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:28.502079] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:40:33.523004] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:40:38.539948] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:43.567883] CPU=0.207, MEM=4935680.000, LATENCY=0.003, OVERALL=1606.736
[2025-10-22T06:40:48.622790] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:53.664397] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:40:58.687343] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:03.715531] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:41:08.756910] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:13.782829] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:18.810748] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:41:23.840441] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:28.863100] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:33.886061] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:38.917394] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:43.955273] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:48.977436] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:53.997519] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:41:59.017936] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:42:04.045870] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:42:09.071980] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:14.096086] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:42:19.131679] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:24.151126] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:29.170158] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:42:34.187248] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:39.204408] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:44.230902] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:49.248303] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:54.265352] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:42:59.283503] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:04.301813] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:09.320156] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:43:14.336315] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:19.354273] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:43:24.373187] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:43:29.399223] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:43:34.415431] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:43:39.431723] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:44.454484] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:49.479661] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:54.508726] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:43:59.536201] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:44:04.572721] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:09.590430] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:14.607285] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:19.623740] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:24.639983] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:29.661222] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:44:34.677927] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:39.696013] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:44.715822] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:49.733413] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:54.750400] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:44:59.766436] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:04.782886] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:09.798975] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:14.821144] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:19.838304] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:24.854626] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:29.871498] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:34.888290] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:45:39.910202] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:44.929458] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:49.947477] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:45:54.964934] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:45:59.988596] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:46:05.024524] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:46:10.042053] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:46:15.060287] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:20.079678] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:46:25.097144] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:30.114701] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:46:35.133607] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:40.155280] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:45.187943] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:50.209043] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:46:55.231243] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:00.256339] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:05.305668] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:10.323618] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:15.341971] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:20.358771] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:25.376327] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:30.392208] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:35.407581] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:40.431843] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:45.447450] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:50.463150] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:47:55.479820] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:00.496667] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:48:05.518610] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:10.536471] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:15.552954] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:20.572078] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:25.589754] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:48:30.613657] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:35.640115] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:48:40.674105] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:45.691051] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:48:50.707608] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:48:55.724439] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:00.745989] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:49:05.839884] CPU=0.207, MEM=4935680.000, LATENCY=0.003, OVERALL=1606.736
[2025-10-22T06:49:10.920494] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:49:16.019469] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:21.068129] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:26.093734] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:49:31.156525] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:36.192372] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:41.261547] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:49:46.365975] CPU=0.207, MEM=4935680.000, LATENCY=0.002, OVERALL=1606.736
[2025-10-22T06:49:51.445548] CPU=0.207, MEM=4935680.000, LATENCY=0.008, OVERALL=1606.737
[2025-10-22T06:49:56.551305] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:50:01.573120] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:06.595698] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:11.620508] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:16.641926] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:21.685670] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:26.724912] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:31.747912] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:36.777511] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:41.798613] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:46.842185] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:51.869516] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:50:56.895818] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:01.916304] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:06.942649] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
