nohup: ignoring input
/home/alanwalker/Project/Data/WebServer2.py:55: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  timestamp = datetime.datetime.utcnow().isoformat()
Starting metrics logger for Web2 with full AI headers...
[2025-10-22T06:30:49.278981] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:40:33.473640] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:40:38.493631] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:40:43.526828] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:40:48.561275] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:40:53.592460] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:40:58.621926] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:03.648462] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:08.697450] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:13.718802] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:18.738777] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:23.777648] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:28.808615] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:33.844979] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:38.864175] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:43.892593] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:48.924109] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:53.947041] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:41:58.976521] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:42:04.002566] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:42:09.027340] CPU=0.134, MEM=4837376.000, LATENCY=0.003, OVERALL=1574.712
[2025-10-22T06:42:14.053034] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:42:19.070362] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:24.088987] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:29.104810] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:34.122088] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:39.138533] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:42:44.156217] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:49.172581] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:42:54.188922] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:42:59.212499] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:43:04.228975] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:09.246664] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:14.277531] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:43:19.299271] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:43:24.317169] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:29.335101] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:34.352286] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:39.377011] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:44.401693] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:49.423070] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:54.454477] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:43:59.475043] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:44:04.492396] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:09.508768] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:44:14.525230] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:19.549527] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:24.566542] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:44:29.583738] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:44:34.599984] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:39.618321] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:44.635400] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:44:49.652860] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:44:54.680167] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:44:59.698024] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:45:04.720922] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:09.738279] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:14.755307] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:45:19.772587] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:45:24.790193] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:29.814128] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:45:34.830696] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:39.848567] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:44.864770] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:49.883184] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:45:54.922718] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:45:59.943748] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:46:04.973175] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:46:09.989482] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:46:15.005445] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:46:20.034527] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:46:25.052005] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:46:30.069825] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:46:35.086597] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:46:40.103733] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:46:45.127478] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:46:50.153732] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:46:55.173991] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:47:00.193243] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:05.211065] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:47:10.227607] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:47:15.252730] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:20.270656] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:25.288367] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:30.303999] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:35.320493] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:47:40.335962] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:47:45.353277] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:47:50.370095] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:47:55.392120] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:48:00.408242] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:05.426197] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:48:10.442505] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:48:15.465111] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:20.482566] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:25.503752] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:30.530098] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:35.552933] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:48:40.569805] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:48:45.590084] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:48:50.606169] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:48:55.631675] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:49:00.656056] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:49:05.699265] CPU=0.134, MEM=4837376.000, LATENCY=0.004, OVERALL=1574.712
[2025-10-22T06:49:10.766175] CPU=0.134, MEM=4837376.000, LATENCY=0.005, OVERALL=1574.712
[2025-10-22T06:49:15.840756] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:49:20.935039] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:49:25.976830] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:49:31.043706] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:49:36.078879] CPU=0.134, MEM=4837376.000, LATENCY=0.007, OVERALL=1574.713
[2025-10-22T06:49:41.151798] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:49:46.224631] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:49:51.293811] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:49:56.375831] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:01.395435] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:50:06.413168] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:11.456741] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:16.480084] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:50:21.497291] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:26.541166] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:31.572938] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:36.603333] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:41.624269] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:46.678664] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:51.730114] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:50:56.757779] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:01.780869] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:06.802649] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
